,Unnamed: 0.1,Unnamed: 0,Symbol,Company Name,Sector,Budget Stick Sales,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
315,15,15,PEP,"PepsiCo, Inc.",Consumer Non-Durables,201115,110.15,21.51,2.8370044,4.36,122.51,104.77,161000000000.0,12843000000.0,3.6705062,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
263,121,121,CARR,Carrier Global Corporation,Producer Manufacturing,199761,,,,,,,,,,,
113,286,286,SNPS,"Synopsys, Inc.",Technology Services,192827,82.62,67.72,0.0,0.87,94.8,64.75,12767067883.0,579844000.0,6.276264,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS
197,289,289,IR,Ingersoll Rand Inc.,Producer Manufacturing,192540,87.6,19.38,1.9739007,5.07,97.67,77.26,22785450609.0,1987100000.0,1.6147361,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
386,90,90,LIN,Linde plc,Process Industries,190943,,,,,,,,,,,
19,98,98,PM,Philip Morris International Inc,Consumer Non-Durables,189521,100.39,22.36,4.328479,4.48,123.55,96.66,154000000000.0,11802000000.0,2.7574685,1318.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
30,481,481,VRSN,"VeriSign, Inc.",Technology Services,187971,105.62,29.5,0.0,3.43,118.28,81.17,10754983829.0,767864000.0,12.401829,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
136,228,228,DOV,Dover Corporation,Producer Manufacturing,183586,96.2,23.87,1.8815053,5.15,109.06,75.51,15566645713.0,1513291000.0,1.986176,3.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
404,29,29,MSFT,Microsoft Corporation,Technology Services,182384,85.01,25.76,1.8747908,2.97,96.07,63.22,690000000000.0,41079000000.0,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
335,364,364,NFLX,"Netflix, Inc.",Technology Services,181564,250.1,200.08,0.0,1.25,286.81,138.26,115000000000.0,809028000.0,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
246,39,39,BA,Boeing Company (The),Electronic Technology,181327,329.66,27.29,1.9648397,13.47,361.45,163.69,206000000000.0,12476000000.0,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
35,290,290,ROL,"Rollins, Inc.",Consumer Services,181296,,,,,,,,,,,
138,12,12,TJX,"TJX Companies, Inc. (The)",Retail Trade,179324,74.36,21.01,1.64042,3.46,81.46,66.44,48181450881.0,4600216000.0,1.9293598,10.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX
81,316,316,EIX,Edison International,Utilities,176587,58.07,13.23,4.0542803,3.96,83.38,58.76,19447670886.0,4284000000.0,2.161095,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
106,482,482,ENPH,"Enphase Energy, Inc.",Electronic Technology,176188,,,,,,,,,,,
262,117,117,CMI,Cummins Inc.,Producer Manufacturing,174657,165.73,16.83,2.5008683,8.23,194.18,143.8301,28669230787.0,2924000000.0,1.9406168,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
293,116,116,MPC,Marathon Petroleum Corporation,Energy Minerals,172285,62.79,16.06,2.8268552,6.85,73.53,47.39,31633740000.0,5978000000.0,0.42713487,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
110,164,164,ABC,AmerisourceBergen Corporation,Distribution Services,170937,91.55,15.54,1.6132456,1.64,106.27,71.9,20587704101.0,991884000.0,0.17396984,9.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
11,385,385,VMC,Vulcan Materials Company (Holding Company),Non-Energy Minerals,169274,121.47,40.9,0.7797879,3.1,141.2,108.95,16964162228.0,970976000.0,5.7576876,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
405,369,369,ES,Eversource Energy (D/B/A),Utilities,166790,56.11,18.22,3.3397784,2.96,66.15,55.2,18027633617.0,2738713000.0,3.1134193,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
306,323,323,EBAY,eBay Inc.,Retail Trade,166494,41.02,24.86,0.0,-1.07,46.99,31.89,44216696399.0,2941000000.0,4.6720185,3.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
49,309,309,NEE,"NextEra Energy, Inc.",Utilities,165983,145.29,21.65,2.6537917,11.39,159.64,124.18,69661177770.0,9018000000.0,4.091698,2.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
364,214,214,KMX,CarMax Inc,Retail Trade,164612,64.34,19.44,0.0,3.97,77.64,54.29,11827453706.0,1339628000.0,0.6913859,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
457,321,321,CNP,"CenterPoint Energy, Inc (Holding Co)",Utilities,162196,25.85,19.73,4.2109256,1.0,30.45,25.51,11362043297.0,2337000000.0,1.6262617,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
309,445,445,MNST,Monster Beverage Corporation,Consumer Non-Durables,158810,61.99,42.17,0.0,1.19,70.215,41.02,36403831015.0,1229478000.0,14.152587,9.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
26,68,68,MDT,Medtronic plc.,Health Technology,158216,78.38,17.04,2.2618315,2.89,89.72,75.44,110000000000.0,9204000000.0,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
444,236,236,MA,Mastercard Incorporated,Finance,157851,160.62,34.99,0.5926628,3.65,177.11,105.8,187000000000.0,7113000000.0,15.020556,26.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
471,172,172,HAL,Halliburton Company,Industrial Services,156428,47.41,38.86,1.4489837,-0.53,57.86,38.181,43356557470.0,2910000000.0,2.1424224,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
451,21,21,JPM,JP Morgan Chase & Co.,Finance,155373,107.88,15.43,1.9845841,6.3,117.3529,81.635,387000000000.0,0.0,3.3714993,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
490,131,131,AON,Aon plc,Finance,153288,136.05,20.8,1.0245464,4.66,152.78,113.2201,35123123422.0,1858000000.0,3.4972682,6.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
141,224,224,IRM,Iron Mountain Incorporated (Delaware),Finance,152963,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279.0,1116140000.0,3.2898626,4.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
154,346,346,LNC,Lincoln National Corporation,Finance,151142,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000.0,0.0,1.201944,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
222,99,99,TSLA,"Tesla, Inc.",Consumer Durables,150605,,,,,,,,,,,
160,237,237,NTRS,Northern Trust Corporation,Finance,147377,96.2,19.96,1.6678249,4.92,108.91,83.17,22908130223.0,0.0,4.031728,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
92,133,133,GPC,Genuine Parts Company,Distribution Services,146873,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748.0,1201517000.0,1.212236,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
440,322,322,PEG,Public Service Enterprise Group Incorporated,Utilities,146555,46.73,16.11,3.60587,1.75,53.28,41.67,24138050331.0,3613000000.0,3.4491453,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
373,426,426,FRC,FIRST REPUBLIC BANK,Finance,138412,,,,,,,,,,,
437,472,472,MRO,Marathon Oil Corporation,Energy Minerals,137682,15.68,-32.0,1.2247398,-2.65,19.52,10.55,13875005314.0,2266000000.0,4.6578755,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
343,282,282,MTD,"Mettler-Toledo International, Inc.",Health Technology,132919,601.0,35.56,0.0,14.24,697.26,459.34,16420774443.0,666706000.0,8.372307,31.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
133,389,389,FTNT,"Fortinet, Inc.",Electronic Technology,132646,,,,,,,,,,,
4,265,265,DFS,Discover Financial Services,Finance,132113,72.4,12.13,1.8269607,5.41,81.93,57.5,27433540000.0,0.0,2.3610325,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
462,459,459,ANET,"Arista Networks, Inc.",Electronic Technology,131255,,,,,,,,,,,
124,261,261,URI,"United Rentals, Inc.",Finance,128915,161.99,16.33,0.0,15.72,189.0,100.621,14654954091.0,2760000000.0,2.1782618,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
212,38,38,APTV,Aptiv PLC,Producer Manufacturing,128530,89.27,69.74,0.9392678,5.05,96.91,82.97,24906530300.0,2370000000.0,1.5025798,7.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APTV
357,153,153,VTRS,Viatris Inc.,Health Technology,127683,,,,,,,,,,,
134,251,251,CSX,CSX Corporation,Transportation,126742,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707.0,5003000000.0,4.216355,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
70,260,260,PENN,"Penn National Gaming, Inc.",Consumer Services,126299,,,,,,,,,,,
339,269,269,CTLT,"Catalent, Inc.",Health Technology,124087,,,,,,,,,,,
406,190,190,CL,Colgate-Palmolive Company,Consumer Non-Durables,123154,68.95,24.02,2.2801766,2.28,77.91,66.26,61616643498.0,4064000000.0,4.000737,236.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
41,216,216,CERN,Cerner Corporation,Technology Services,123082,61.22,27.09,0.0,1.84,73.86,51.2617,21101697598.0,1523440000.0,5.5560412,4.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
352,334,334,DHI,"D.R. Horton, Inc.",Consumer Durables,122423,44.55,16.32,1.0801469,2.73,53.32,29.3716,17390873686.0,1691000000.0,1.1931022,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
164,55,55,BBY,"Best Buy Co., Inc.",Retail Trade,121967,68.79,19.22,1.9085041,3.81,78.59,41.67,20831186176.0,2555000000.0,0.76715523,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
433,207,207,NEM,Newmont Corporation,Non-Energy Minerals,121583,36.61,26.34,0.8101539,-1.18,42.04,31.42,19749449484.0,1509000000.0,3.7076392,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
465,382,382,MLM,"Martin Marietta Materials, Inc.",Non-Energy Minerals,120975,208.42,30.38,0.8042038,6.63,244.32,191.09,13756812736.0,975223000.0,4.416998,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
94,374,374,CTXS,"Citrix Systems, Inc.",Technology Services,119459,84.53,20.37,0.0,-0.24,95.0,73.3346,13199167493.0,810268000.0,4.7538714,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
390,434,434,NDAQ,"Nasdaq, Inc.",Finance,119076,75.21,17.78,1.9671283,4.32,83.29,65.98,12844304115.0,1212000000.0,3.2591083,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
436,47,47,ORCL,Oracle Corporation,Technology Services,117442,46.84,18.81,1.5551463,2.2,53.14,40.01,202000000000.0,16545000000.0,5.2561646,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
16,1,1,AMZN,"Amazon.com, Inc.",Retail Trade,116959,1350.5,296.16,0.0,6.16,1498.0,812.5,686000000000.0,16132000000.0,3.927053,24.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN
210,446,446,MSCI,MSCI Inc,Technology Services,116495,,,,,,,,,,,
116,272,272,A,"Agilent Technologies, Inc.",Health Technology,115168,65.05,27.45,0.8756979,2.1,75.0,49.23,21984606918.0,1094000000.0,6.493563,4.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
398,419,419,PBCT,People’s,Finance,113555,18.56,18.02,3.59375,0.97,20.14,15.965,6527616000.0,0.0,3.9272704,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT
323,206,206,NXPI,NXP Semiconductors N.V.,Electronic Technology,112458,,,,,,,,,,,
362,222,222,AMGN,Amgen Inc.,Health Technology,111669,173.12,13.76,2.9751508,2.57,201.23,152.16,128000000000.0,11945000000.0,5.58192,3.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
324,246,246,FITB,Fifth Third Bancorp,Finance,108742,31.1,16.9,1.9789734,2.85,33.91,23.2,22437653700.0,0.0,2.8802848,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
173,240,240,BKNG,Booking Holdings Inc. Common Stock,Consumer Services,102783,,,,,,,,,,,
295,0,0,WMT,Walmart Inc.,Retail Trade,93611,100.02,23.1,1.983471,4.39,109.98,66.89,305000000000.0,30721000000.0,0.82099426,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
274,4,4,HD,"Home Depot, Inc. (The)",Retail Trade,91628,181.22,28.1,1.8610487,6.46,207.605,136.82,223000000000.0,16513000000.0,2.8964398,84.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
371,413,413,TTWO,"Take-Two Interactive Software, Inc.",Consumer Durables,88535,,,,,,,,,,,
275,301,301,PSX,Phillips 66,Energy Minerals,86654,92.44,21.11,2.928564,9.93,107.47,75.135,47996220000.0,5311000000.0,0.47499472,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
206,373,373,BIIB,Biogen Inc.,Health Technology,84990,311.79,14.3,0.0,11.94,370.57,244.28,69157726427.0,6511400000.0,5.737439,5.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
144,253,253,EXPE,"Expedia Group, Inc.",Consumer Services,84926,123.03,30.99,0.92785895,1.81,161.0,115.55,19722178609.0,1481458000.0,2.5074897,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
265,407,407,AWK,"American Water Works Company, Inc.",Utilities,82023,76.06,26.23,2.129297,2.63,92.37,71.89,13906146184.0,1711000000.0,5.553833,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK
417,233,233,V,Visa Inc.,Finance,81475,113.86,32.72,0.70204765,2.8,126.88,84.88,270000000000.0,13086000000.0,14.433654,9.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
234,271,271,MTB,M&T Bank Corporation,Finance,79398,178.35,18.91,1.6218846,8.69,193.85,141.12,27840827434.0,0.0,4.6277885,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
330,479,479,UDR,"UDR, Inc.",Finance,75051,32.92,17.79,3.668639,1.08,40.71,33.31,9050154422.0,665141000.0,12.365829,3.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR
199,49,49,GPS,"Gap, Inc. (The)",Retail Trade,71152,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721.0,1959000000.0,1.1289738,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
193,144,144,ABBV,AbbVie Inc.,Health Technology,70123,108.48,19.41,2.4995599,3.29,125.86,60.05,181000000000.0,10310000000.0,6.291571,26.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
44,339,339,EFX,"Equifax, Inc.",Commercial Services,68482,114.0,19.03,1.3265306,4.04,147.02,90.72,14121334618.0,1141200000.0,5.6338058,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
266,403,403,WEC,"WEC Energy Group, Inc.",Utilities,68333,59.5,19.57,3.691948,3.79,70.09,56.63,18890296993.0,2736500000.0,2.4834197,2.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
332,128,128,HPQ,HP Inc.,Electronic Technology,67838,19.92,12.07,2.6270628,1.49,24.1,15.39,34895294088.0,3700000000.0,0.8954903,0.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
449,143,143,CAH,"Cardinal Health, Inc.",Distribution Services,58199,66.63,12.29,2.8394227,4.04,84.88,54.66,20493281175.0,1913000000.0,0.21131156,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
336,231,231,ALK,"Alaska Air Group, Inc.",Transportation,56706,64.04,9.66,1.9928383,8.28,101.43,59.25,7903173734.0,1665000000.0,0.9801092,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK
232,56,56,JCI,Johnson Controls International plc,Producer Manufacturing,56464,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800.0,4295000000.0,1.1415336,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
205,448,448,LNT,Alliant Energy Corporation,Utilities,55018,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500.0,1168400000.0,3.4331481,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT
431,393,393,BIO,"Bio-Rad Laboratories, Inc.",Health Technology,54611,,,,,,,,,,,
158,9,9,BRK.B,Berkshire Hathaway Inc. New,Finance,50364,191.42,30.43,0.0,9.76,217.62,160.93,261000000000.0,0.0,1.4328232,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK.B
65,336,336,ADSK,"Autodesk, Inc.",Technology Services,48817,104.81,-77.07,0.0,-2.61,131.1,81.75,24348294504.0,-378100000.0,16.50682,224.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
494,442,442,PAYC,"Paycom Software, Inc.",Technology Services,47507,,,,,,,,,,,
2,421,421,ALB,Albemarle Corporation,Process Industries,47388,105.18,26.03,1.2004126,5.66,144.99,90.35,11782151266.0,686030000.0,5.3666205,2.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALB
358,185,185,LLY,Eli Lilly and Company,Health Technology,45928,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228.0,3459800000.0,3.754678,5.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
392,291,291,IT,"Gartner, Inc.",Technology Services,45295,114.26,36.86,0.0,2.31,142.16,97.96,10828314389.0,234935000.0,4.894499,13.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT
459,439,439,POOL,Pool Corporation,Distribution Services,44484,,,,,,,,,,,
259,473,473,SBNY,Signature Bank,Finance,43871,,,,,,,,,,,
381,399,399,CE,Celanese Corporation Celanese Corporation,Process Industries,38497,,,,,,,,,,,
383,208,208,SO,Southern Company (The),Utilities,28647,43.4,15.78,5.3530226,2.53,53.51,42.63,43497224128.0,6012000000.0,2.5080602,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
88,77,77,APH,Amphenol Corporation,Electronic Technology,25066,84.44,25.9,0.8608971,2.05,93.62,67.26,26955335395.0,1671700000.0,3.85675,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
241,466,466,MTCH,"Match Group, Inc.",Technology Services,24795,,,,,,,,,,,
67,396,396,ILMN,"Illumina, Inc.",Health Technology,24160,209.54,52.25,0.0,4.92,248.97,158.0203,32295200000.0,1192000000.0,11.713953,10.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
130,359,359,DISCK,"Discovery, Inc. – Series C",Consumer Services,23398,21.58,10.37,0.0,1.96,29.18,14.99,8320262123.0,2100000000.0,1.7147918,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
377,463,463,APA,APA Corporation,Energy Minerals,22841,37.73,-251.53,2.528445,-3.72,57.9,38.14,15066280977.0,3265000000.0,3.651366,2.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
273,277,277,XYL,Xylem Inc.,Producer Manufacturing,22329,70.24,30.94,1.1700794,1.83,76.81,46.86,12915021000.0,722000000.0,2.7262094,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
237,319,319,MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,20819,101.36,23.91,2.0261056,3.73,109.67,90.25,13459353253.0,815700000.0,2.7788277,5.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
40,310,310,BR,"Broadridge Financial Solutions, Inc.",Technology Services,19235,,,,,,,,,,,
245,366,366,CMS,CMS Energy Corporation,Utilities,14898,41.77,21.42,3.3918407,1.99,50.85,41.07,11873960824.0,2099000000.0,2.4711676,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
157,436,436,WMB,"Williams Companies, Inc. (The)",Industrial Services,13310,28.56,48.41,4.0,-0.57,33.67,26.8188,24802396470.0,3955000000.0,4.2982845,3.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
297,75,75,ANTM,"Anthem, Inc.",Health Services,13234,230.57,19.23,1.2581781,14.36,267.95,156.81,61221978627.0,0.0,0.6696521,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
369,106,106,DVA,DaVita Inc.,Health Services,9936,71.91,20.55,0.0,4.3,80.71,52.51,13685178000.0,2252294000.0,1.1451397,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
328,471,471,ABMD,"ABIOMED, Inc.",Health Technology,8242,,,,,,,,,,,
153,283,283,SEE,Sealed Air Corporation,Process Industries,6927,42.62,21.31,1.4427412,2.46,50.62,41.22,8001938397.0,969700000.0,2.4700067,10.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE
230,160,160,NLSN,Nielsen N.V.,Commercial Services,2919,33.9,18.73,3.6208732,1.39,45.73,34.22,13377670080.0,1836000000.0,2.7288198,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN
